"word","score"
"hakam",3.58653673294826
"gavel",4.62232726495618
"droob",3.78950328038081
"apian",4.15254135015064
"sears",5.44080684591603
"sakai",4.54816467463637
"macas",4.50780836629948
"wyted",4.30012776583997
"blush",4.25752251098015
"lowse",5.05165360192695
"cyder",4.64100215605244
"nodus",5.00758743529432
"miltz",3.99726830059744
"pixel",4.332245217801
"tufts",3.89142051941379
"trade",5.43417495943606
"bitou",4.42497019833357
"gammy",3.59068270266437
"girls",5.22279797624162
"redux",4.14565782669926
"kacha",3.52273235612682
"rabat",4.31573511891751
"mayan",3.98685459783586
"griot",4.83459689322597
"vicar",4.46001887394566
"frizz",2.88402476582276
"brain",4.93952268629106
"snobs",4.33679687682844
"tahas",4.65693501643642
"snirt",5.30926083351048
"virls",4.92768803761207
"wried",4.82920996629833
"spall",4.40910174075433
"diked",3.97723021725345
"jiaos",4.91585024669673
"chock",3.16434003967277
"posse",4.55647445917617
"lions",5.45441824377777
"eight",4.40043132494032
"sired",5.7110360597474
"downy",4.14458673685873
"otary",4.93718766770251
"zacks",4.27564326560224
"bunjy",3.37037755083401
"petal",5.19491319928314
"ducts",4.75224309456946
"craps",5.22056922128835
"obiit",3.77313092015866
"flare",5.07193598120755
"leafs",5.39449578228786
"antae",4.65634022553701
"alway",3.73420737358091
"bezil",4.19766768986947
"ollie",4.52323371719459
"fasci",4.64545984680638
"sized",4.81794431084856
"booms",4.15983342495488
"ragus",5.24085812243125
"rente",4.68427078891054
"argan",4.13863825287742
"nomic",4.40458130733902
"prune",4.92010249220676
"uplay",4.43858856981637
"bilbo",3.79358496500682
"ziram",4.36441543798149
"skank",4.15741907846286
"kheda",4.45518118894477
"slues",4.98282494856565
"areic",5.18032179386136
"amnia",4.07996745599409
"scurs",4.34953143317177
"coaly",4.89854929440889
"sclim",4.71658665381749
"sizar",4.9709024352418
"bombs",3.97798704874852
"woose",4.3621609109703
"akees",4.81635443892229
"speos",4.74152404605497
"gitch",3.99976529206335
"twirp",4.22875122824598
"fluyt",3.89366679638967
"blaze",4.41941119030731
"mooch",3.49699622758071
"clits",5.15056313905664
"balti",4.89719099385811
"grama",3.96549061714734
"older",5.10769073890255
"mitts",4.38430771696968
"latus",5.45647257866523
"ecads",5.19147019337153
"weary",4.90205332004219
"glims",4.77451897513495
"hasks",4.34667546079258
"sates",5.43150592822732
"salix",4.92665628468029
"syped",4.89108628627715
"knops",4.66290383103468
"noils",5.44419055996928
"peppy",3.02230837401155
"lingo",4.57851392491571
"whams",4.51396564513958
"hinge",4.63374234230852
"vuggy",2.69562428428346
"barmy",4.59540236558949
"piccy",3.41642564127097
"jiver",4.01459826495914
"sowps",4.11363863045719
"blink",4.13795901697167
"simar",5.4605591741859
"belle",3.56327854807855
"hoast",5.19073425685997
"pyros",5.03005875128927
"nieve",3.90768288824259
"joram",4.35399395445196
"fleme",3.7573915346031
"wingy",3.86831385566781
"beady",4.76745985001424
"lycea",4.92458622126422
"veges",4.13320696265047
"hayed",4.84175839896962
"moner",5.2166959937161
"stoat",4.73379207637834
"kutas",5.05802946499464
"varan",4.04479780980792
"oaths",5.27039595014207
"fiord",4.5832870093456
"dubbo",3.38249162688504
"opted",4.7541790945711
"pecky",4.12158869725434
"blare",5.24573825454978
"reata",4.88772134238548
"varas",4.5494308744412
"sheaf",4.90659479869619
"sowce",4.98837451183386
"spams",4.41935643847949
"greys",4.99829737490446
"omens",5.17610898934984
"decoy",4.64796902930217
"chefs",4.46058964589188
"false",5.28609086260134
"holds",4.99388339622193
"eagle",4.47418260299412
"ferms",5.03495293246733
"pengo",4.61666253767665
"benne",3.48038535408963
"atocs",5.2275709777391
"abash",3.88594689034396
"kohls",4.74890536979854
"towie",4.93577183237722
"whirr",3.4886853503177
"barye",5.11238920036667
"sculp",4.48816744677953
"droke",4.93041717283155
"eaved",4.0524275531455
"fames",5.27944568828941
"ditsy",4.75730882605077
"smack",4.55329362862537
"alecs",5.48725571704284
"jucos",4.22476948660007
"scuzz",3.09192398725746
"perns",5.51906568782085
"kudus",3.75903779862221
"ousel",5.31045618075312
"heles",4.82506103161965
"loots",4.75282041946902
"dados",4.72465972603285
"sowls",4.3875414745043
"bemud",4.28961429947951
"targa",4.34083331918785
"speug",4.62357251427034
"slurb",4.75640124538363
"mingy",4.11857228623961
"beany",4.90270628557155
"fichu",3.58974987878442
"mangy",4.39204287488831
"hosey",5.08266167572007
"sales",5.47716398125775
"comer",5.02516874745478
"neeps",4.56512159936778
"honer",5.15273025286908
"hired",5.05536452983781
"shame",5.28442632473418
"flogs",4.55539700083496
"sorra",4.99053845984781
"metro",5.08523854941039
"rejig",4.20690707413258
"bodhi",4.14937865329567
"xylyl",2.04259263330054
"tinea",5.52183535928348
"abacs",4.16701590394737
"teugh",4.41501990272584
"ficus",4.45383350137858
"renay",5.31458526608064
"nukes",5.06632281532157
"cubeb",3.63467860669725
"skive",4.59296944808048
"kusso",3.81466341426068
"cutey",4.69537845283721
"lawny",4.46544764119819
"obias",5.17190211636272
"nighs",4.58575615626438
"voips",4.67303511403274
"dumky",3.75995605044393
"mauds",5.10548459320992
"mynah",4.2853602081085
"erbia",5.02643253498573
"whirl",4.19317083788207
"slots",4.82550756130926
"kavas",4.00926773248823
"girsh",4.68784262920365
"sicht",4.73096342907929
"gisms",4.15892976116023
"doses",5.04007807652252
"dools",4.62631165467392
"yoops",4.1871564888068
"guppy",3.08639879956223
"sulfo",4.66592643346554
"luach",4.43939576420076
"asway",3.77240222993801
"shirk",4.72727293716235
"sukhs",3.87586633425824
"hoise",5.3264874350522
"holes",5.57129151138737
"tangi",4.81951299387556
"sasin",4.81566393709297
"couth",4.35812289227194
"douma",4.63278944962808
"grype",4.46614780361024
"maerl",5.29466878731143
"winey",4.62174071343159
"roper",4.47201439605558
"undue",3.83985547408286
"afoul",4.38246692233643
"thars",5.37356004167573
"dally",4.1487637154452
"lexis",4.91346069517217
"cusum",3.56909072925657
"plate",5.27715470034077
"yeard",5.1725818055622
"vines",5.13069301817702
"hilus",4.94350827707536
"elans",5.62880891178662
"skins",4.29906134255481
"bigha",4.14836480135986
"whets",4.74086760312699
"moods",4.34394927872367
"comms",4.1336751713051
"banco",4.5975586987873
"azole",4.7266195308389
"pully",3.57738449875165
"flimp",3.83120319168492
"arsey",5.56553250844531
"icier",4.25833753417695
"pilar",5.11321355042368
"limos",5.21781058829897
"ursae",5.56473359739818
"teggs",4.43003114611098
"laxly",3.48062353350732
"keefs",4.05128226110195
"phese",4.18891074588801
"cholo",3.60463999411529
"wilis",4.16753052860058
"fiber",4.58143493109181
"idler",4.99449721203562
"gurdy",4.20545704024978
"peril",5.18564442403341
"toman",4.94722527392957
"dacks",4.85801649892916
"clegs",4.95489879398774
"ostia",5.10483413939616
"chaos",5.10089994772854
"rheum",4.4182413318376
"tract",4.24963257240437
"germs",5.20965855602411
"briar",4.27949167211703
"krubi",4.07627355614273
"lymes",5.12853593856372
"whelm",4.0201585946071
"mosed",5.21444419377486
"trema",5.17960312976279
"spail",5.26578319853683
"swaly",4.80175981687959
"crowd",4.22557665059901
"crops",5.05158598827347
"elude",4.10448176762082
"place",5.01364595660887
"trues",5.69279550810648
"breme",4.06118672797055
"agone",5.00839300237768
"unjam",3.68152114490324
"mamas",3.92348931880852
"fleet",4.10997422643067
"stied",5.42395248421614
"secco",4.50674747598653
"colas",5.50702298317406
"marly",4.9408145042386
"pavis",4.88456089179581
"spook",3.89804437597679
"wolve",4.28681730451449
"earns",5.8847420208529
"loran",5.29953854154409
"tenge",4.2461085822449
"porge",4.98926566700946
"dumas",5.04982941776647
"vista",4.75943458235554
"cotta",4.23928049320559
"swoop",3.76678510319314
"infer",4.62625092205773
"ligne",4.91178541615865
"noose",4.7411477124654
"kitty",3.61834453404423
"berms",5.20341073583586
"bouge",4.54657180939259
"waits",5.27449651178233
"ficos",4.71546821050406
"jurat",4.39940344857177
"murry",3.70683179928584
"wifey",4.1338524105094
"eskar",4.99819333939179
"terai",5.60895326379849
"rider",4.48230495878284
"figgy",3.04036919043447
"pogge",3.95511189237038
"pavan",3.64627542670034
"pardy",4.8004817115965
"wrapt",4.52736718088429
"besti",5.06555155136698
"tuple",4.84895316911304
"volts",4.8692723647194
"sants",5.05136301679295
"anils",5.48781104599946
"issei",3.69401221220346
"wirra",4.0985742159098
"cites",5.5433927870029
"obeys",4.78244050711317
"snail",5.45189170258425
"lehrs",5.34354402703807
"debag",4.58441901735898
"diebs",5.12884502429335
"nites",5.65903755989894
"vaded",3.96097805511513
"topos",4.45151725355296
"maise",5.5892072266203
"where",3.84650143727188
"mouse",5.17504067734778
"misdo",4.78055978378788
"dolor",4.24488097416224
"cuppy",3.19679411774222
"altos",5.5501063036456
"tocos",4.4613804482145
"laids",5.5614694728996
"razee",4.36625034764781
"wafts",4.65438641425766
"feuar",4.9082606678824
"oxims",4.30651082538734
"dwile",4.65126275189118
"visor",4.73230237754131
"denar",5.38355968675935
"palet",5.40513479532431
"cunit",4.56751357503886
"doits",5.4016215651463
"vigor",4.18202855998125
"butts",4.06458906284036
"chips",4.56568330722279
"rotch",4.5100513805897
"jacal",3.48672353014394
"dogan",4.70103186167734
"stoit",4.55705999628467
"cymas",4.80212563250608
"homed",4.69807245871866
"loams",5.455238564337
"aisle",5.72402211998134
"alapa",3.44467027108525
"unket",4.506581948519
"munge",4.46081330629404
"prosy",4.86194669491349
"leish",5.18227258287219
"squaw",3.93748489489119
"cabre",5.12661018244305
"aroid",5.20141047181381
"whiff",2.67950995893392
"sacra",4.73979152970909
"calif",4.56910234667658
"taata",3.0686307022631
"pupil",3.71239554080862
"thrid",4.66643771366882
"eaten",4.77702723463258
"brads",5.19068758922997
"haika",3.94560801103747
"gooey",4.18249822088915
"cirls",5.32352302765238
"emmas",4.54841744882486
"tapes",5.76871046754389
"alfas",4.33874955740847
"cacti",4.1342994008332
"danio",5.0872038256343
"kukus",3.0611201038533
"orbed",4.86945403063414
"burry",3.61696300225236
"imbue",4.27944455960872
"netty",4.12571868727977
"yacka",3.59001938568825
"ketes",4.71171023283596
"mbira",4.61693594215784
"gests",4.66137664624937
"pasha",4.15473231718097
"idled",4.15805323626938
"devel",3.87053353145496
"cloop",3.67275553752377
"scugs",3.89108788508097
"elops",5.27049322217988
"adyta",3.80860887067408
"tapus",5.23171930020331
"sight",4.65644679201169
"scaly",5.00376124793515
"alaap",3.46948138579962
"yacca",3.12617038298677
"rappe",4.5652093873156
"spare",5.65253373805778
"oasis",5.01235236805211
"oozes",4.32984646457318
"freed",4.07296338942309
"faint",4.76710688493911
"dargs",5.32568637978515
"causa",4.35455450938235
"vexed",3.09363206952419
"align",4.73141135746742
"ancon",3.95017430320263
"oxime",4.19333481332381
"cided",4.12944619272067
"byssi",3.60420873177293
"lownd",4.32333630043222
"chiro",4.54159620964757
"croup",4.41369198376863
"deens",4.73984519131791
"tikes",5.39562866977591
"scuds",4.06219244137553
"briss",4.50372946151368
"apsis",4.62614393396002
"kaons",5.34023917964515
"mache",4.73272648653036
"swabs",4.09588530891019
"teind",5.11614389144763
"basic",4.84836987757006
"pries",5.69143522381668
"hobby",3.28436987796716
"slart",5.59086246351506
"slums",4.29275778829081
"elvan",4.53754496475534
"chizz",2.71093602645946
"izars",4.86086794439363
"pumie",4.678667531662
"disci",3.91232613989673
"sweys",4.10214302113721
"gloat",4.88903005612071
"yoghs",4.47184620934775
"gates",5.67507443535752
"rooks",4.48802939911825
"kylix",3.51572538667104
"blogs",4.72532842296746
"azoic",4.10903565583818
"gusle",4.97842606400345
"mincy",4.21523826718268
"soles",5.30642652006827
"modii",3.8266112345528
"suave",5.07666865771984
"tikka",3.92620012229749
"oxids",4.39205889001581
"ikats",5.08951309552293
"mells",4.67214718955341
"lader",5.43782901694537
"walty",4.57003324650543
"oater",5.57921401316775
"jeons",4.93237751597904
"agave",3.70682874732394
"gecko",4.24959137058288
"kasha",4.01138939623852
"rubel",4.83938984986745
"deair",5.48715480573173
"farle",5.23705386463702
"corer",4.58803356470635
"dames",5.60781459979058
"amlas",4.58061953942629
"trice",5.19556954600309
"algas",4.51378010994767
"raita",4.72567601122463
"frabs",4.82835243800276
"wadis",5.05818312693335
"krans",5.26659298359418
"pluck",3.81573372564083
"pelau",5.00250040644934
"fucus",3.55714041309939
"brews",4.80538680170818
"memos",4.64185899447873
"honed",4.92435644695052
"share",5.64143104156334
"carex",4.77018095399318
"wikis",3.76192773288288
"fears",5.52852654414416
"misos",4.60283618331644
"jolts",4.70605315617191
"clour",4.66698553889888
"carps",5.34263723091365
"wised",4.89787935781865
"buddy",3.17955014043856
"fetts",4.36846128356135
"zowie",4.18086887943585
"toxic",3.98985563019958
"biers",5.44055298235628
"dippy",3.4909982405453
"slaid",5.45486219735144
"cobra",4.75687739997764
"aroba",4.19586605099978
"phase",5.14122770421644
"stirk",4.91621982481569
"gytes",5.03037017778352
"happy",3.60920475112086
"exile",3.73719243138196
"metho",4.63267190123262
"ebony",4.44519976688021
"besot",5.15926608295564
"airns",5.72342732260024
"psyop",3.59652073646792
"raves",5.49053961841466
"epoxy",3.7929679666027
"snift",4.70082332228605
"fermi",4.58734532369433
"witch",3.84435712542184
"filly",3.52084618624995
"about",4.54658556824495
"audio",4.75063250527405
"gibus",4.53250127572074
"gulfs",4.34711709187903
"sages",5.10473397388303
"super",5.32695741452791
"meuse",4.44293484710581
"lords",5.40354502816058
"pinch",4.09716414347818
"barks",5.12463721373349
"berks",5.09945754184791
"repel",4.46489070556792
"knees",4.56116034305967
"grews",4.80460710831408
"toles",5.88262325620552
"rybat",4.60102345364546
"isled",5.10258017367676
"pronk",4.42364325228358
"yanks",4.94149931151479
"ymolt",4.39730564721016
"tupek",4.49329688943525
"scowl",4.48127595684561
"slept",5.22522332760516
"saick",5.03930373004338
"waive",4.51251528974448
"lotte",4.61963457811341
"maqui",3.85632039232875
"boxed",4.13532646243888
"fudge",4.04849683144147
"levee",3.38555530431074
"howks",4.28503489647372
"atuas",4.62802987544556
"boats",5.40590695858424
"dooce",4.26472834034497
"fends",4.90843214008406
"saran",5.03294368063343
"cowks",4.35581578333224
"meres",5.04213377803659
"month",4.45104602961753
"roosa",4.80017459320947
"mange",4.94767505380407
"syphs",3.79561752716096
"dross",4.72410023805635
"cupel",4.64272361700531
"mools",4.54169059560068
"aleye",4.4398798023918
"axoid",4.27182319472212
"hocks",4.50188398327237
"aread",4.66781377805383
"dampy",4.35392041106068
"caple",5.11463009824357
"drank",4.68259939090873
"arced",5.18454536212208
"mould",4.54015425657755
"track",4.62048304854503
"velds",4.84530558509719
"snoep",5.3564955850982
"miked",4.54773994409516
"arose",5.75457744084457
"knawe",4.49535103997871
"fauld",4.46889130072922
"koaps",5.09808137420548
"teals",5.93832484237755
"board",4.95840669215739
"sherd",5.10721183535592
"corny",4.73605842515511
"decan",4.99654805188053
"coits",5.33802603844923
"brach",4.33738000372008
"scrip",4.85125855607851
"whaup",3.85749511199266
"rawer",4.41617750090232
"dench",4.42447323354004
"windy",4.04896443559872
"wakas",4.13299318900876
"aigas",4.61608019046092
"ledes",4.89552579071927
"loofs",4.22987725264952
"could",4.56026186756109
"coots",4.54637594246622
"lotic",4.73694355209239
"dorba",4.87196801708351
"equip",3.68536436318971
"clonk",4.28348162833147
"ziffs",3.2305969529377
"woozy",2.88617489533009
"tutti",3.14541486750026
"repla",5.23361468982897
"banty",4.67075998376351
"resee",4.32193005523981
"piney",4.8899115091925
"quote",4.3112411291434
"rabic",4.71607649672503
"coats",5.51802138333967
"cawks",4.56448988501683
"miens",5.37793312894427
"nabks",4.82602978135765
"quite",4.29212138516572
"cooly",3.92003482208731
"hasps",4.4541504294356
"elver",3.93380456772781
"inure",4.96605853466895
"skags",4.20837464980434
"escot",4.8654709105155
"coven",4.50391465903551
"shans",4.63606173506568
"sexts",4.27272929516277
"wyles",4.93370575190761
"hwyls",4.15954682530544
"tizes",5.0615762736135
"rowen",4.93635230123431
"nawab",3.54505556932161
"tonic",4.75751986166805
"grist",4.91928315938251
"wefts",4.63285270037922
"cerci",4.28400002997555
"bells",4.57923220730273
"geare",4.68892731466381
"unpay",4.31392704859264
"graff",3.49303916838139
"bants",5.29221208780753
"takas",4.62316459003992
"forms",4.85748695604568
"shakt",4.86166643897031
"carbs",5.22695229471923
