"word","score"
"amnio",956.125192722787
"malar",1239.95127967931
"mandi",1016.71523280913
"mined",955.623342584027
"plims",941.898704902868
"vauts",795.438945420907
"gilas",605.761177921677
"bises",809.588344125809
"ailed",593.478723404255
"litho",1085.48041936479
"yamun",1231.69488128276
"hoist",821.720012334258
"idles",531.176842429849
"dreck",1269.38189947579
"undam",1306.43432007401
"alike",702.322078322541
"axman",2558.06691335183
"deray",664.535306814678
"weize",2152.53145235893
"tenue",1222.96423065063
"annal",2155.29232192414
"minar",804.039623805119
"terts",733.534535923528
"billy",2347.22170829479
"qursh",1641.4378661733
"crocs",1090.54286154795
"momma",2391.73327166204
"eigne",1535.63413506013
"rowts",769.91073080481
"lipos",676.492445266728
"flied",1085.8115942029
"vasal",1370.6976564909
"weeps",1358.42630280604
"awato",1566.92136910268
"sidas",771.361239592969
"vitex",1604.73959296947
"puker",1097.37773666358
"cease",760.6837804502
"masus",1022.20490286772
"feels",1107.72802960222
"rared",869.881282762874
"lotto",2410.39623805119
"hapus",830.400555041628
"folds",927.823311748381
"stulm",1002.27505396238
"rosit",571.641998149861
"bulls",1630.34690101758
"mango",1119.22078322541
"pized",1420.39870490287
"hinny",2367.56352143077
"appel",1133.710453284
"fiery",1031.87665741597
"saute",392.855997533148
"mural",918.200277520814
"claes",417.930157261795
"metis",556.245143385754
"salic",560.520043169904
"loins",551.022664199815
"hexad",1235.32300339192
"sally",969.875269811903
"warre",1066.32485353068
"wince",1187.9548257786
"nashi",723.237897008942
"smoko",1694.35815602837
"rasta",831.1806968856
"momes",798.509713228492
"cyton",1417.1683626272
"frate",717.119333950046
"mensa",560.748997841505
"minos",706.990132593278
"prest",691.823157570151
"perea",881.146315140302
"jurel",1044.01433857539
"hares",366.061825470244
"bouks",1133.9127351218
"spans",996.103607770583
"tratt",1901.22540857231
"snide",586.31745297564
"lotas",452.222325007709
"arris",692.139068763491
"pandy",1222.20798643232
"figos",991.777058279371
"polks",957.216928769658
"chary",1274.08156028369
"plait",869.308048103608
"soupy",984.161270428615
"shawl",986.007092198582
"gaily",996.383132901634
"maria",1152.27597903176
"tegus",693.985044711687
"krays",728.415201973481
"yrneh",877.094357076781
"genom",1064.78276287388
"punas",724.028522972556
"beach",1070.61239592969
"liker",744.461609620722
"haint",907.069534381745
"abrin",910.503237742831
"stout",1187.07261794635
"stash",1215.28368794326
"romeo",1083.22818378045
"snark",674.368485969781
"peens",975.379432624113
"flint",1443.29525131051
"geres",802.737434474252
"ferer",2253.59821153253
"raupo",793.404101140919
"algae",1157.63459759482
"labor",753.368331791551
"dorps",710.777212457601
"kurta",1008.42954054887
"bhuts",1300.0764724021
"jaker",957.283225408572
"gules",633.762102991058
"scats",979.574468085106
"tyres",506.068763490595
"apter",627.623959296947
"groom",2120.82130743139
"choko",3219.46962688868
"yechy",2186.06012950971
"redip",870.930003083565
"mungo",1805.60807893925
"papas",1559.56814677767
"kimbo",1750.74360160345
"sulfa",876.834258402714
"gynny",4674.86740672217
"yates",406.336571076164
"cored",766.812827628739
"boxen",1301.11501695961
"naunt",1389.81837804502
"futon",1544.2864631514
"awake",1577.02883132902
"kicks",1727.23065063213
"imido",2012.5374653099
"toast",849.807277212458
"bulse",822.50169596053
"assez",1108.79725562751
"hythe",1816.54810360777
"cryer",1436.55797101449
"slush",1637.83564600678
"hulks",1248.27921677459
"sojas",1063.02328091274
"dills",1146.50323774283
"gulas",742.464076472402
"raxed",880.102220166513
"zouks",1347.82331174838
"gamin",1157.3973172988
"punty",1700.69071847055
"sluff",1931.77042861548
"therm",1069.0590502621
"radge",713.896083872957
"slabs",1006.94896700586
"tanti",1223.8988590811
"swink",1354.58171446192
"odahs",680.664970706136
"loses",594.129201356768
"narks",589.492907801418
"twerk",1296.27890841813
"damns",668.294942954055
"debar",768.467622571693
"ascus",1110.74020968239
"maker",717.556429232192
"ytost",1450.63367252544
"makos",687.084027135369
"annul",1544.78075855689
"rawns",638.921985815603
"totty",2881.25346901018
"colls",1166.01680542707
"eiked",1563.611933395
"retch",1043.66959605304
"haver",861.371723712612
"proyn",1222.92399013259
"yogee",1314.09543632439
"wager",829.81853222325
"wreak",986.244989207524
"hotel",736.897625655257
"meths",776.007400555042
"sweet",1094.66620413198
"polka",1103.62488436633
"havoc",1519.9625346901
"phony",1712.29787234043
"tachs",806.992907801418
"vertu",1090.02189330866
"cadis",589.685476410731
"admix",1724.04918285538
"dukes",777.653715695344
"glugs",1666.7119950663
"stull",1367.41288930003
"comma",1757.7022818378
"swang",1050.23835954363
"slank",735.220937403639
"micra",983.220474868949
"obeli",891.051341350601
"shady",879.355534998458
"urari",1164.79710144928
"reked",1536.66604995375
"guilt",1335.27998766574
"patte",1015.66342892384
"balsa",1183.50292938637
"khaki",2014.193031144
"ingan",1790.41211840888
"lacks",789.964384828862
"dabba",2857.24005550416
"spade",541.914739438791
"nisei",881.097440641381
"pudgy",2443.6837804502
"dunch",2055.76626580327
"kibei",1735.81668208449
"bodle",939.019734813444
"octyl",1399.32099907493
"softs",1313.42321924144
"staff",1340.65186555658
"venus",826.221554116559
"wiels",671.585414739439
"izard",1183.2710453284
"graph",1347.47286463151
"clipe",987.944804193648
"houts",871.707523897626
"eensy",1144.04933703361
"senes",1056.4266111625
"muxed",1761.29232192414
"bossy",1749.74390995991
"eikon",986.853068146778
"impro",1214.10499537465
"pzazz",4096.91982732038
"lucky",2182.53098982424
"allot",1184.96762257169
"pilum",1544.95852605612
"lipin",1997.83703361085
"chelp",1444.89623805119
"stubs",1607.60592044403
"emyds",939.649398704903
"saxes",781.344588344126
"morne",674.753777366636
"anigh",1317.27613320999
"pitot",1678.86000616713
"newly",1251.16096207216
"ficin",2883.05396238051
"frack",1582.78584643848
"gusts",1544.76056120876
"dildo",1596.83040394696
"inker",862.718316373728
"tozie",896.279525131052
"slosh",1300.51418439716
"losed",546.554887449892
"bubbe",2901.01788467468
"heast",566.597748997842
"alter",496.526827012026
"easer",571.333179155103
"pilow",1403.14878199198
"shoat",617.625963613938
"gleam",942.602374344743
"unfed",1377.10931236509
"sprat",590.386833179155
"peeps",1597.88236201048
"gonif",1612.31991982732
"stoep",539.158341042245
"perst",629.564909034844
"talar",994.41042244835
"sucky",1496.97656490903
"sabir",519.459605303731
"durzi",1671.51927227875
"thuja",1861.82608695652
"somas",817.264724020968
"amigo",1140.09574468085
"orbit",1023.5980573543
"quest",1149.64091890225
"cohen",955.790317607154
"flobs",1124.73111316682
"girth",1297.67098365711
"menus",672.691335183472
"batty",1809.45605920444
"mages",502.259944495837
"shirr",1163.60006167129
"gulfy",2561.74406413814
"silts",959.952050570459
"lahal",2415.15494912118
"visit",1860.79555966698
"trass",725.547795251311
"users",825.573697193956
"larks",548.154949121184
"spitz",1309.46268886833
"ronne",965.747456059204
"kyrie",880.512025901943
"prims",821.959142769041
"ayins",611.685630588961
"gloom",2393.75023126735
"soldi",640.004162812211
"dupes",727.755627505396
"seare",520.238976256553
"haply",1319.25423990133
"bendy",1343.68563058896
"siree",567.518809744064
"jelab",1152.88976256553
"chiao",1042.60345359235
"woads",702.320844896701
"stood",1187.19904409497
"pried",819.963768115942
"modem",1428.33287079864
"dicer",836.403946962689
"purda",1068.82732038236
"swoun",1038.72417514647
"hakam",2314.1231884058
"gavel",980.894696268887
"droob",2018.54640764724
"apian",1464.97656490904
"sears",505.09250693802
"sakai",971.90718470552
"macas",1119.72756706753
"wyted",1373.05087881591
"blush",1462.0312981807
"lowse",703.025131051495
"cyder",1077.94526672834
"nodus",792.177304964539
"miltz",1770.27289546716
"pixel",1257.75624421832
"tufts",1867.710453284
"trade",577.651865556583
"bitou",1181.42892383595
"gammy",2281.90857230959
"girls",664.525593586186
"redux",1394.04872032069
"kacha",2472.77813752698
"rabat",1357.56537156953
"mayan",1741.99969164354
"griot",968.896238051187
"vicar",1174.49861239593
"frizz",3198.64523589269
"brain",858.609929078014
"snobs",1240.09096515572
"tahas",1011.88529139685
"snirt",639.425377736664
"virls",791.414585260561
"wried",975.879278445883
"spall",1114.00524205982
"diked",1620.62642614863
"jiaos",643.133826703669
"chock",3247.32762873882
"posse",967.265957446809
"lions",557.008788159112
"eight",1257.5061671292
"sired",459.431390687635
"downy",1837.69441874807
"otary",770.858001850139
"zacks",1237.15279062596
"bunjy",2971.45158803577
"petal",670.313598519889
"ducts",1008.48812827629
"craps",681.435553499846
"obiit",1842.96315140302
"flare",716.116558741906
"leafs",526.304193647857
"antae",927.503854455751
"alway",2063.95235892692
"bezil",1363.54717853839
"ollie",1025.27135368486
"fasci",915.735892691952
"sized",806.520197348135
"booms",1541.65787850755
"ragus",624.297101449275
"rente",1022.89670058588
"argan",1539.39145852606
"nomic",1321.53684859698
"prune",884.743755781684
"uplay",1299.94650015418
"bilbo",1846.78461301264
"ziram",1200.80527289547
"skank",1267.26318223867
"kheda",1122.76194881283
"slues",757.838883749615
"areic",629.207678075856
"amnia",1586.14801110083
"scurs",1240.71214924453
"coaly",927.466234967623
"sclim",974.260561208757
"sizar",673.04502004317
"bombs",1586.97748997842
"woose",1120.68408880666
"akees",740.327166204132
"speos",886.45390070922
"gitch",1896.55411655874
"twirp",1456.1745297564
"fluyt",2003.55797101449
"blaze",1142.18979340117
"mooch",2859.72340425532
"clits",765.243909959914
"balti",883.604378661733
"grama",1739.89161270429
"older",696.633055812519
"mitts",1299.09620721554
"latus",546.50107924761
"ecads",585.886679000925
"weary",815.487665741597
"glims",989.692260252852
"hasks",1258.13506012951
"sates",505.775053962381
"salix",734.533302497687
"syped",827.716312056738
"knops",1055.81406105458
"noils",554.376503237743
"peppy",2909.57462226334
"lingo",1190.52297255628
"whams",1145.96114708603
"hinge",1144.25131051496
"vuggy",4336.57107616405
"barmy",1212.69734813444
"piccy",2696.66620413198
"jiver",1439.46376811594
"sowps",1605.69118100524
"blink",1684.12303422757
"simar",524.840733888375
"belle",2292.70767807586
"hoast",677.04424915202
"pyros",798.980419364786
"nieve",1714.31591119334
"joram",1166.47086031452
"fleme",1958.01680542707
"wingy",2165.70968239285
"beady",953.807585568918
"lycea",766.691951896392
"veges",1352.34736355227
"hayed",827.191335183472
"moner",661.08942337342
"stoat",798.469935245143
"kutas",769.699044094974
"varan",1609.85753931545
"oaths",592.602374344743
"fiord",1152.76657415973
"dubbo",2624.82593277829
"opted",909.40718470552
"pecky",1631.53993216158
"blare",652.438945420907
"reata",786.887604070305
"varas",1018.8911501696
"sheaf",730.197348134443
"sowce",736.982732038236
"spams",1197.97055195806
"greys",718.441566450817
"omens",613.475023126735
"decoy",1047.2910884983
"chefs",1151.60807893925
"false",577.972247918594
"holds",811.558896083873
"eagle",1095.08957755165
"ferms",737.239901325933
"pengo",1072.96191797718
"benne",2370.43601603454
"atocs",600.670521122418
"abash",1556.96608078939
"kohls",978.631051495529
"towie",795.345821769966
"whirr",2386.87943262411
"barye",708.385599753315
"sculp",1200.94465001542
"droke",862.358464384829
"eaved",1416.79463459759
"fames",553.86386062288
"ditsy",981.290471785384
"smack",1061.22556275054
"alecs",502.540394696269
"jucos",1316.87619488128
"scuzz",2521.41335183472
"perns",522.524051803885
"kudus",1895.0667591736
"ousel",540.174067221708
"heles",856.104995374653
"loots",971.914739438791
"dados",787.713228492137
"sowls",1263.693031144
"bemud",1472.09142769041
"targa",1337.07585568918
"speug",966.202436016035
"slurb",899.428307123034
"mingy",1876.67129201357
"beany",853.365864939871
"fichu",2344.61933395005
"mangy",1441.45883441258
"hosey",678.594511255011
"sales",484.294326241135
"comer",799.275670675301
"neeps",999.620567375886
"honer",671.746993524514
"hired",805.041936478569
"shame",588.488899167438
"flogs",1108.58186864015
"sorra",679.040086339809
"metro",717.246685168054
"rejig",1251.31359851989
"bodhi",1541.41782300339
"xylyl",5416.6945729263
"tinea",526.109004008634
"abacs",1260.67160037003
"teugh",1271.17391304348
"ficus",1185.4907493062
"renay",598.658495220475
"nukes",703.329170521122
"cubeb",1953.87434474252
"skive",931.759481961147
"kusso",1695.79694727105
"cutey",1037.1806968856
"lawny",1260.78970089423
"obias",575.441874807277
"nighs",1099.84875115634
"voips",971.281375269812
"dumky",2431.54841196423
"mauds",730.671292013568
"mynah",1438.08757323466
"erbia",721.357385137219
"whirl",1443.24344742522
"slots",918.814061054579
"kavas",1505.07940178847
"girsh",1031.96191797718
"sicht",1076.27536231884
"gisms",1502.28923835954
"doses",706.231421523281
"dools",1068.28214616096
"yoops",1450.74128893
"guppy",3637.1683626272
"sulfo",1007.25624421832
"luach",1344.22571692877
"asway",1676.47394387912
"shirk",963.241597286463
"sukhs",1979.22479185939
"hoise",556.573080481036
"holes",482.610854147394
"tangi",971.168979340117
"sasin",797.22849213691
"couth",1600.94973789701
"douma",1081.19858156028
"grype",1222.24452667283
"maerl",602.516959605304
"winey",1061.68917668825
"roper",1091.76657415973
"undue",1678.95837187789
"afoul",1138.9440333025
"thars",620.175454825779
"dally",1596.97702744372
"lexis",723.415510329941
"cusum",2231.00138760407
"plate",661.269657724329
"yeard",683.758094357077
"vines",678.214461917977
"hilus",848.074313906876
"elans",437.722633364169
"skins",1376.73620104841
"bigha",1526.87696577243
"whets",1002.49290780142
"moods",1330.37619488128
"comms",1469.1586493987
"banco",1085.96114708603
"azole",832.203361085415
"pully",2774.14816527906
"flimp",2022.02389762566
"arsey",464.020659882825
"icier",1187.04579093432
"pilar",749.435245143386
"limos",667.037465309898
"ursae",440.577551649707
"teggs",1039.96916435399
"laxly",2277.29232192414
"keefs",1449.27320382362
"phese",1351.92707369719
"cholo",2406.16250385446
"wilis",1440.4640764724
"fiber",1071.06413814369
"idler",733.549028677151
"gurdy",1757.15587419056
"peril",691.203515263645
"toman",862.054579093432
"dacks",856.632901634289
"clegs",768.522047486895
"ostia",622.09004008634
"chaos",733.933395004625
"rheum",1180.44526672834
"tract",1398.8845205057
"germs",657.709065679926
"briar",1327.00693802035
"krubi",1644.03962380512
"lymes",671.99938328708
"whelm",1646.97702744373
"mosed",663.867406722171
"trema",673.166358310207
"spail",617.770274437249
"swaly",901.515417823003
"crowd",1578.6493987049
"crops",806.301726796176
"elude",1515.70135676842
"place",819.177304964539
"trues",468.275208140611
"breme",1628.193031144
"agone",746.729879740981
"unjam",1875.15155720012
"mamas",1561.49876657416
"fleet",1541.37773666358
"stied",532.813444341659
"secco",897.04794942954
"colas",535.477181621955
"marly",877.833487511563
"pavis",805.722941720629
"spook",1719.17653407339
"wolve",1338.27058279371
"earns",362.552112241751
"loran",592.984582176997
"tenge",1471.4609929078
"porge",873.878507554733
"dumas",778.211532531607
"vista",885.446345975948
"cotta",1414.05118717237
"swoop",1841.52204748689
"infer",934.555195806352
"ligne",934.187634905951
"noose",846.72772124576
"kitty",2367.26287388221
"berms",677.416897934012
"bouge",1182.74683934628
"waits",637.489361702128
"ficos",939.223404255319
"jurat",1219.21446191798
"murry",2347.45374653099
"wifey",1422.39700894234
"eskar",641.54717853839
"terai",467.062133826704
"rider",1156.96515572001
"figgy",3403.81421523281
"pogge",1646.34119642306
"pavan",2179.62288004934
"pardy",1033.80773974715
"wrapt",1193.9733271662
"besti",705.425377736664
"tuple",953.440178846747
"volts",872.334104224484
"sants",769.242213999383
"anils",523.996762257169
"issei",1411.39654640765
"wirra",1451.42861547949
"cites",516.639531298181
"obeys",756.868177613321
"snail",528.021739130435
"lehrs",531.59281529448
"debag",1034.56706753006
"diebs",686.539623805119
"nites",468.721245760099
"vaded",1472.70783225409
"topos",1243.45605920444
"maise",452.751002158495
"where",1828.63675609004
"mouse",664.744680851064
"misdo",921.04609929078
"dolor",1415.58464384829
"cuppy",3376.9938328708
"altos",489.576009867407
"tocos",1216.51295097132
"laids",491.657570151095
"razee",1074.07585568918
"wafts",997.480419364786
"feuar",773.724946037619
"oxims",1131.51803885291
"dwile",1103.6745297564
"visor",856.804502004317
"denar",603.794326241135
"palet",576.487357385137
"cunit",1355.33302497687
"doits",594.882053654024
"vigor",1458.2710453284
"butts",1670.89639222942
"chips",1228.28785075547
"rotch",1307.50817144619
"jacal",2285.0405488745
"dogan",1079.4640764724
"stoit",971.981498612396
"cymas",887.597286463151
"homed",1037.36170212766
"loams",532.831945729263
"aisle",418.417360468702
"alapa",2403.39469626889
"unket",1058.44002466852
"munge",1352.91366019118
"prosy",934.878199198273
"leish",647.176688251619
"squaw",1368.49290780142
"cabre",737.435399321616
"aroid",677.805272895467
"whiff",3994.5235892692
"sacra",872.601603453592
"calif",1162.36786925686
"taata",3020.92923219241
"pupil",2134.0467160037
"thrid",1137.95744680851
"eaten",810.659882824545
"brads",666.041628122109
"haika",1707.54147394388
"gooey",1409.74514338575
"cirls",618.429540548875
"emmas",881.415972864631
"tapes",410.343509096516
"alfas",1176.12195497996
"cacti",1408.7941720629
"danio",752.899167437558
"kukus",2848.7695035461
"orbed",928.624267653407
"burry",2534.94187480728
"imbue",1264.79448041936
"netty",1483.04502004317
"yacka",2247.35877274129
"ketes",932.660037002775
"mbira",1071.90163428924
"gests",952.960838729571
"pasha",1377.70690718471
"idled",1338.88714153562
"devel",1978.33348751156
"cloop",2280.04070305273
"scugs",1777.69565217391
"elops",619.106074622263
"adyta",1700.27489978415
"tapus",678.088652482269
"sight",1074.34582176997
"scaly",765.830712303423
"alaap",2362.79833487512
"yacca",2775.42846130126
"rappe",964.328862164662
"spare",440.195497995683
"oasis",617.54656182547
"oozes",1004.451742214
"freed",1723.92244835029
"faint",1016.04563675609
"dargs",607.828245451742
"causa",1186.85630588961
"vexed",3178.33811285846
"align",1062.44942954055
"ancon",1577.09050262103
"oxime",1223.63906876349
"cided",1488.61008325624
"byssi",1895.66851680543
"lownd",1485.64276904101
"chiro",1202.13906876349
"croup",1363.98704902868
"deens",928.269503546099
"tikes",565.560283687943
"scuds",1554.47055195806
"briss",1075.53160653716
"apsis",935.569226025285
"kaons",576.45451742214
"mache",985.779062596361
"swabs",1426.38374961455
"teind",819.015263644773
"basic",811.782454517422
"pries",462.159728646315
"hobby",2896.42445266728
"slart",474.027135368486
"slums",1421.66389145853
"elvan",1022.6591119334
"chizz",3940.92984890533
"izars",700.397008942337
"pumie",1078.29155103299
"disci",1670.16034535924
"sweys",1345.86540240518
"gloat",875.836108541474
"yoghs",1163.53607770583
"gates",417.214153561517
"rooks",1137.36709836571
"kylix",2370.5251310515
"blogs",1011.21631205674
"azoic",1298.73327166204
"gusle",804.889300030836
"mincy",1683.56167129201
"soles",575.921060746223
"modii",1873.74529756398
"suave",618.286617329633
"tikka",1631.82069071847
"oxids",1047.33888374961
"ikats",678.612395929695
"mells",949.995374653099
"lader",540.688868331792
"walty",1187.87018193031
"oater",433.602374344743
"jeons",695.050724637681
"agave",1713.26426148628
"gecko",1288.4081097749
"kasha",1500.72032069072
"rubel",894.211532531607
"deair",525.249152019735
"farle",640.425377736664
"corer",1058.42291088498
"dames",461.618100524206
"amlas",1020.97363552266
"trice",744.689022510022
"algas",1066.82346592661
"raita",957.238359543632
"frabs",843.972402096824
"wadis",701.763798951588
"krans",624.674529756398
"pluck",2244.71985815603
"pelau",748.099136601912
"fucus",2186.65032377428
"brews",853.566604995375
"memos",866.349522047487
"honed",887.414739438791
"share",443.035306814678
"carex",850.13444341659
"wikis",1927.56413814369
"fears",480.541011409189
"misos",1020.27628738822
"jolts",940.992291088498
"clour",1064.86663583102
"carps",626.621492445267
"wised",835.441566450817
"buddy",3401.77628738822
"fetts",1173.06907184706
"zowie",1242.73758865248
"toxic",1631.5077089115
"biers",544.758711069997
"dippy",2559.84042553191
"slaid",545.828862164662
"cobra",1009.97502312673
"aroba",1327.40394696269
"phase",671.375423990133
"stirk",809.520968239285
"gytes",708.300030835646
"happy",2198.12642614863
"exile",1777.34381745298
"metho",1017.22032069072
"ebony",1211.25454825779
"besot",653.171446191798
"airns",442.397779833488
"psyop",1906.2474560592
"raves",464.875115633673
"epoxy",1741.52960222017
"snift",1043.95559666975
"fermi",1051.9969164354
"witch",2141.93755781684
"filly",2623.52590194265
"about",1044.05720012334
"audio",919.04625346901
"gibus",1146.81282762874
"gulfs",1402.33965464076
"sages",616.04440333025
"super",592.107924761024
"meuse",1121.2633364169
"lords",558.314677767499
"pinch",1849.39808818995
"barks",730.826703669442
"berks",727.582331174838
"repel",1177.17530064755
"knees",1007.21430773975
"grews",842.097440641381
"toles",388.742213999383
"rybat",1074.40148011101
"isled",672.59127351218
"pronk",1311.50138760407
"yanks",806.245914276904
"ymolt",1297.44326241135
"tupek",1166.63320999075
"scowl",1101.35414739439
"slept",674.507863089732
"saick",743.493216157879
"waive",989.670212765957
"lotte",1011.04286154795
"maqui",1546.72463768116
"boxed",1483.84921369103
"fudge",1689.65047795251
"levee",2615.54486586494
"howks",1441.78507554733
"atuas",940.95343817453
"boats",573.314523589269
"dooce",1421.13613937712
"fends",809.384057971014
"saran",719.906567992599
"cowks",1367.78522972556
"meres",764.90718470552
"month",1417.15109466543
"roosa",788.988744989207
"mange",856.836416897934
"syphs",1933.42213999383
"dross",898.653715695344
"cupel",1097.72016651249
"mools",1171.1822386679
"aleye",1069.34844279988
"axoid",1221.71908726488
"hocks",1283.83379586802
"aread",972.113475177305
"dampy",1440.25115633673
"caple",753.614554424915
"drank",1038.77551649707
"arced",712.220012334258
"mould",1340.14091890225
"track",1107.69333950046
"velds",847.957755164971
"snoep",540.474560592044
"miked",1157.37927844588
"arose",382.053654024052
"knawe",1083.80419364786
"fauld",1267.89932161579
"koaps",716.668208448967
"teals",371.22540857231
"board",865.037927844588
"sherd",688.839037927845
"corny",1127.40579710145
"decan",785.128430465618
"coits",662.852297255627
"brach",1397.79324699352
"scrip",859.052420598212
"whaup",1814.01140918902
"rawer",1055.84212149245
"dench",1299.436324391
"windy",1914.47070613629
"wakas",1435.76194881283
"aigas",929.91026827012
"ledes",842.074005550416
"loofs",1371.4250693802
"could",1333.40148011101
"coots",1203.11162503854
"lotic",1007.8038852914
"dorba",919.398704902868
"equip",1715.60684551341
"clonk",1503.31591119334
"ziffs",2361.03006475486
"woozy",3814.73650940487
"tutti",2972.33580018501
"repla",614.877428307123
"banty",1129.25023126735
"resee",1221.85399321616
"piney",910.834258402714
"quote",1143.79494295405
"rabic",954.880357693494
"coats",541.582793709528
"cawks",1099.68470551958
"miens",607.776595744681
"nabks",876.715695343817
"quite",1199.58186864015
"cooly",2094.94372494604
"hasps",1156.73219241443
"elver",1589.07893925378
"inure",737.388837496146
"skags",1329.02343509097
"escot",781.496916435399
"coven",1132.87095282146
"shans",1009.36432315757
"sexts",1219.99969164354
"wyles",785.895004625347
"hwyls",1456.26719087265
"tizes",682.935707678076
"rowen",805.218778908418
"nawab",2246.04131976565
"tonic",1083.31699044095
"grist",876.706753006476
"wefts",1010.46068455134
"cerci",1219.10144927536
"bells",1014.07076780759
"geare",972.156799259944
"unpay",1348.76225716929
"graff",2150.76780758557
"bants",642.066604995375
"takas",1017.85137218625
"forms",884.925223558434
"shakt",933.194572926303
"carbs",658.555349984582
"easel",611.31575701511
"owlet",892.349367869257
"venin",1798.72540857231
"vison",1046.86694418748
"tahrs",578.338421214924
"goura",911.298334875116
"sagos",815.13613937712
"slued",612.706290471785
"skart",650.440949737897
"gizmo",2141.51911810052
"nomos",1260.57847671909
"depot",877.04440333025
"pulus",1579.08973172988
"colin",1030.98473635523
"dribs",803.738513721862
"wimpy",2253.47980265187
"amass",1541.61732963306
"lymph",2259.26934936787
"solei",372.768886833179
"tyler",713.342429848905
"wooer",1251.15371569534
"dures",541.716928769658
"tizzy",2923.67360468702
"tints",1141.34674683935
"daven",930.369256860931
"chart",1125.40240518039
"metic",985.904717853839
"manor",716.157107616405
"kohas",746.27243293247
"ewest",1451.88236201048
"bides",632.04332408264
"pecke",2036.44110391613
"loamy",939.04625346901
"bagel",826.240980573543
"labra",1375.92645698427
"tayra",1250.91381436941
"nisus",1136.40918902251
"tilde",742.72787542399
"bardy",1116.85692260253
"hoofs",1721.07385137219
"avian",1846.34720937404
